Seqname	GeneSymbol	Type	Diagrams	Total	Context+	Context	Structure	Energy	"Branch Length"	Pct	8mer	7mer-m8	7mer-A1	6mer	"Offset 6mer"	Imperfect	8mer	7mer-m8	7mer-A1	6mer	"Offset 6mer"	Imperfect	"UTR Length"
XR_001329305	LOC106607745	NonCoding	"Click Me"	1	-0.438	-0.485	152	-16.72	0		0	0	0	0	0	0	1	0	0	0	0	0	15520
XR_001329306	LOC106607745	NonCoding	"Click Me"	1	-0.438	-0.485	152	-16.72	0		0	0	0	0	0	0	1	0	0	0	0	0	8262
XR_001329307	LOC106607745	NonCoding	"Click Me"	1	-0.438	-0.485	152	-16.72	0		0	0	0	0	0	0	1	0	0	0	0	0	9219
XR_001329005	LOC106606207	NonCoding	"Click Me"	1	-0.437	-0.471	145	-15.2	0		0	0	0	0	0	0	1	0	0	0	0	0	5382
XM_014123316	LOC106560426	NonCoding	"Click Me"	1	-0.435	-0.456	152	-17.14	0		0	0	0	0	0	0	1	0	0	0	0	0	5412
XM_014123318	LOC106560426	NonCoding	"Click Me"	1	-0.435	-0.456	152	-17.14	0		0	0	0	0	0	0	1	0	0	0	0	0	5391
XM_014123314	LOC106560426	NonCoding	"Click Me"	1	-0.435	-0.456	152	-17.14	0		0	0	0	0	0	0	1	0	0	0	0	0	5425
XM_014123317	LOC106560426	NonCoding	"Click Me"	1	-0.435	-0.456	152	-17.14	0		0	0	0	0	0	0	1	0	0	0	0	0	5404
XR_001318602	LOC106560426	NonCoding	"Click Me"	1	-0.435	-0.456	152	-17.14	0		0	0	0	0	0	0	1	0	0	0	0	0	4962
XR_001324276	LOC106586939	NonCoding	"Click Me"	1	-0.434	-0.428	175	-25.97	0		0	0	0	0	0	0	1	0	0	0	0	0	3073
XM_014200633	LOC106605222	NonCoding	"Click Me"	1	-0.434	-0.456	144	-13.72	0		0	0	0	0	0	0	1	0	0	0	0	0	4094
XM_014177900	LOC106588675	NonCoding	"Click Me"	1	-0.434	-0.419	164	-18.79	0		0	0	0	0	0	0	1	0	0	0	0	0	4191
XM_014131716	LOC106565080	NonCoding	"Click Me"	1	-0.432	-0.423	178	-27.46	0		0	0	0	0	0	0	1	0	0	0	0	0	3393
XM_014131718	LOC106565080	NonCoding	"Click Me"	1	-0.432	-0.423	178	-27.46	0		0	0	0	0	0	0	1	0	0	0	0	0	3066
XM_014131719	LOC106565080	NonCoding	"Click Me"	1	-0.432	-0.423	178	-27.46	0		0	0	0	0	0	0	1	0	0	0	0	0	3306
XM_014162432	LOC106580900	NonCoding	"Click Me"	1	-0.431	-0.402	168	-29.28	0		0	0	0	0	0	0	1	0	0	0	0	0	1332
XM_014162433	LOC106580900	NonCoding	"Click Me"	1	-0.431	-0.402	168	-29.28	0		0	0	0	0	0	0	1	0	0	0	0	0	1329
XM_014162435	LOC106580900	NonCoding	"Click Me"	1	-0.431	-0.402	168	-29.28	0		0	0	0	0	0	0	1	0	0	0	0	0	1099
XM_014145549	LOC106571949	NonCoding	"Click Me"	1	-0.43	-0.488	151	-17.51	0		0	0	0	0	0	0	1	0	0	0	0	0	3010
XM_014208563	LOC106609599	NonCoding	"Click Me"	1	-0.43	-0.392	174	-30.01	0		0	0	0	0	0	0	1	0	0	0	0	0	2893
XM_014148296	LOC106573335	NonCoding	"Click Me"	1	-0.43	-0.44	149	-14.01	0		0	0	0	0	0	0	1	0	0	0	0	0	2232
XR_001321318	LOC106573335	NonCoding	"Click Me"	1	-0.43	-0.44	149	-14.01	0		0	0	0	0	0	0	1	0	0	0	0	0	2149
XM_014180697	LOC106590114	NonCoding	"Click Me"	1	-0.429	-0.42	160	-18.87	0		0	0	0	0	0	0	1	0	0	0	0	0	8379
XM_014180699	LOC106590114	NonCoding	"Click Me"	1	-0.429	-0.42	160	-18.87	0		0	0	0	0	0	0	1	0	0	0	0	0	8364
XR_001324623	LOC106588292	NonCoding	"Click Me"	1	-0.429	-0.419	163	-20.17	0		0	0	0	0	0	0	1	0	0	0	0	0	835
XM_014180695	LOC106590114	NonCoding	"Click Me"	1	-0.429	-0.419	160	-18.87	0		0	0	0	0	0	0	1	0	0	0	0	0	8462
XM_014180696	LOC106590114	NonCoding	"Click Me"	1	-0.429	-0.419	160	-18.87	0		0	0	0	0	0	0	1	0	0	0	0	0	8447
XM_014180700	LOC106590114	NonCoding	"Click Me"	1	-0.429	-0.419	160	-18.87	0		0	0	0	0	0	0	1	0	0	0	0	0	8357
XM_014180702	LOC106590114	NonCoding	"Click Me"	1	-0.429	-0.419	160	-18.87	0		0	0	0	0	0	0	1	0	0	0	0	0	8333
XM_014180701	LOC106590114	NonCoding	"Click Me"	1	-0.429	-0.419	160	-18.87	0		0	0	0	0	0	0	1	0	0	0	0	0	8337
XM_014132022	LOC106565178	NonCoding	"Click Me"	1	-0.428	-0.482	141	-14.41	0		0	0	0	0	0	0	1	0	0	0	0	0	1456
XM_014137269	LOC106567687	NonCoding	"Click Me"	1	-0.428	-0.427	149	-20.89	0		0	0	0	0	0	0	1	0	0	0	0	0	6396
XM_014180706	LOC106590114	NonCoding	"Click Me"	1	-0.428	-0.419	160	-18.87	0		0	0	0	0	0	0	1	0	0	0	0	0	8123
XR_001326064	LOC106594214	NonCoding	"Click Me"	1	-0.428	-0.405	153	-20.98	0		0	0	0	0	0	0	1	0	0	0	0	0	1411
XM_014205502	sesn1	NonCoding	"Click Me"	1	-0.428	-0.398	160	-19.55	0		0	0	0	0	0	0	1	0	0	0	0	0	4593
XM_014202848	LOC106606555	NonCoding	"Click Me"	1	-0.427	-0.424	158	-23.26	0		0	0	0	0	0	0	1	0	0	0	0	0	1129
XM_014161745	cbwd3	NonCoding	"Click Me"	1	-0.427	-0.433	157	-21.81	0		0	0	0	0	0	0	1	0	0	0	0	0	2186
XM_014146722	LOC106572491	NonCoding	"Click Me"	1	-0.427	-0.5	149	-14.26	0		0	0	0	0	0	0	1	0	0	0	0	0	2479
XM_014146723	LOC106572491	NonCoding	"Click Me"	1	-0.427	-0.5	149	-14.26	0		0	0	0	0	0	0	1	0	0	0	0	0	2389
XM_014146724	LOC106572491	NonCoding	"Click Me"	1	-0.427	-0.5	149	-14.26	0		0	0	0	0	0	0	1	0	0	0	0	0	2386
XM_014146725	LOC106572491	NonCoding	"Click Me"	1	-0.427	-0.5	149	-14.26	0		0	0	0	0	0	0	1	0	0	0	0	0	2567
XM_014151640	LOC106575249	NonCoding	"Click Me"	1	-0.426	-0.462	156	-19.5	0		0	0	0	0	0	0	1	0	0	0	0	0	2553
XM_014151641	LOC106575249	NonCoding	"Click Me"	1	-0.426	-0.462	156	-19.5	0		0	0	0	0	0	0	1	0	0	0	0	0	2556
XM_014151642	LOC106575249	NonCoding	"Click Me"	1	-0.426	-0.462	156	-19.5	0		0	0	0	0	0	0	1	0	0	0	0	0	2469
XM_014165484	LOC106582397	NonCoding	"Click Me"	1	-0.426	-0.37	157	-22.45	0		0	0	0	0	0	0	1	0	0	0	0	0	5028
XM_014129586	LOC106563748	NonCoding	"Click Me"	1	-0.425	-0.455	154	-19.01	0		0	0	0	0	0	0	1	0	0	0	0	0	4301
XM_014174380	fhl2	NonCoding	"Click Me"	1	-0.425	-0.424	153	-17.02	0		0	0	0	0	0	0	1	0	0	0	0	0	1145
XM_014174381	fhl2	NonCoding	"Click Me"	1	-0.425	-0.424	153	-17.02	0		0	0	0	0	0	0	1	0	0	0	0	0	1085
XM_014205501	sesn1	NonCoding	"Click Me"	1	-0.425	-0.396	160	-19.55	0		0	0	0	0	0	0	1	0	0	0	0	0	4714
XM_014150346	LOC106574449	NonCoding	"Click Me"	1	-0.425	-0.464	156	-19.5	0		0	0	0	0	0	0	1	0	0	0	0	0	2545
XM_014150347	LOC106574449	NonCoding	"Click Me"	1	-0.425	-0.464	156	-19.5	0		0	0	0	0	0	0	1	0	0	0	0	0	2916
XM_014128333	LOC106563108	NonCoding	"Click Me"	1	-0.425	-0.428	160	-19.36	0		0	0	0	0	0	0	1	0	0	0	0	0	1752
XM_014124157	LOC106560823	NonCoding	"Click Me"	1	-0.425	-0.405	157	-19.1	0		0	0	0	0	0	0	1	0	0	0	0	0	975
XM_014128407	zmat5	NonCoding	"Click Me"	1	-0.424	-0.378	153	-22.69	0		0	0	0	0	0	0	1	0	0	0	0	0	1485
XM_014128412	zmat5	NonCoding	"Click Me"	1	-0.424	-0.378	153	-22.69	0		0	0	0	0	0	0	1	0	0	0	0	0	1118
XM_014125749	LOC106561624	NonCoding	"Click Me"	1	-0.424	-0.483	163	-22.58	0		0	0	0	0	0	0	1	0	0	0	0	0	2590
XM_014131702	LOC106565072	NonCoding	"Click Me"	1	-0.424	-0.407	153	-16.62	0		0	0	0	0	0	0	1	0	0	0	0	0	895
XR_001321279	LOC106573160	NonCoding	"Click Me"	1	-0.424	-0.438	156	-19.16	0		0	0	0	0	0	0	1	0	0	0	0	0	1584
XM_014136183	LOC106567177	NonCoding	"Click Me"	1	-0.423	-0.406	153	-19.17	0		0	0	0	0	0	0	1	0	0	0	0	0	3650
XM_014173479	LOC106586312	NonCoding	"Click Me"	1	-0.423	-0.43	152	-17.2	0		0	0	0	0	0	0	1	0	0	0	0	0	3356
XM_014162479	LOC106580919	NonCoding	"Click Me"	1	-0.422	-0.475	158	-16.28	0		0	0	0	0	0	0	1	0	0	0	0	0	2256
XM_014172959	LOC106586101	NonCoding	"Click Me"	1	-0.422	-0.42	168	-23.86	0		0	0	0	0	0	0	1	0	0	0	0	0	2829
XM_014184308	LOC106592956	NonCoding	"Click Me"	1	-0.422	-0.435	159	-18.79	0		0	0	0	0	0	0	1	0	0	0	0	0	2727
XM_014149401	LOC106573935	NonCoding	"Click Me"	1	-0.421	-0.453	159	-20.58	0		0	0	0	0	0	0	1	0	0	0	0	0	2625
XM_014194439	LOC106601995	NonCoding	"Click Me"	1	-0.42	-0.418	149	-14.26	0		0	0	0	0	0	0	1	0	0	0	0	0	1724
XM_014194487	LOC106602039	NonCoding	"Click Me"	1	-0.42	-0.418	149	-14.26	0		0	0	0	0	0	0	1	0	0	0	0	0	1817
XR_001328132	LOC106601995	NonCoding	"Click Me"	1	-0.42	-0.418	149	-14.26	0		0	0	0	0	0	0	1	0	0	0	0	0	1548
NM_001139723	LOC100194638	Coding	"Click Me"	1	-0.42	-0.434	159	-18.79	0		0	0	0	0	0	0	1	0	0	0	0	0	2220
XM_014153480	LOC106576360	NonCoding	"Click Me"	1	-0.42	-0.351	169	-24.18	0		0	0	0	0	0	0	1	0	0	0	0	0	4366
XM_014193288	LOC106601235	NonCoding	"Click Me"	1	-0.419	-0.421	156	-19.64	0		0	0	0	0	0	0	1	0	0	0	0	0	3142
XM_014193280	LOC106601235	NonCoding	"Click Me"	1	-0.419	-0.421	156	-19.64	0		0	0	0	0	0	0	1	0	0	0	0	0	3339
XM_014125755	LOC106561628	NonCoding	"Click Me"	1	-0.419	-0.412	145	-18.88	0		0	0	0	0	0	0	1	0	0	0	0	0	1314
XM_014202103	LOC106606032	NonCoding	"Click Me"	1	-0.419	-0.475	151	-14.61	0		0	0	0	0	0	0	1	0	0	0	0	0	1874
XM_014202104	LOC106606032	NonCoding	"Click Me"	1	-0.419	-0.475	151	-14.61	0		0	0	0	0	0	0	1	0	0	0	0	0	1808
XM_014135807	LOC106567026	NonCoding	"Click Me"	1	-0.419	-0.441	155	-16.67	0		0	0	0	0	0	0	1	0	0	0	0	0	14364
XM_014186634	LOC106595259	NonCoding	"Click Me"	1	-0.419	-0.475	151	-14.61	0		0	0	0	0	0	0	1	0	0	0	0	0	1990
XM_014201910	LOC106605915	NonCoding	"Click Me"	1	-0.419	-0.475	151	-14.61	0		0	0	0	0	0	0	1	0	0	0	0	0	1990
XM_014194422	LOC106601977	NonCoding	"Click Me"	1	-0.419	-0.389	174	-27.37	0		0	0	0	0	0	0	1	0	0	0	0	0	736
XM_014170826	LOC106585066	NonCoding	"Click Me"	1	-0.418	-0.452	143	-15.05	0		0	0	0	0	0	0	1	0	0	0	0	0	1793
XM_014135808	LOC106567026	NonCoding	"Click Me"	1	-0.417	-0.441	155	-16.67	0		0	0	0	0	0	0	1	0	0	0	0	0	14369
XM_014208556	LOC106609599	NonCoding	"Click Me"	1	-0.417	-0.383	174	-30.01	0		0	0	0	0	0	0	1	0	0	0	0	0	2942
XM_014177607	LOC106588503	NonCoding	"Click Me"	1	-0.416	-0.44	158	-23.18	0		0	0	0	0	0	0	1	0	0	0	0	0	5708
XM_014136278	LOC106567236	NonCoding	"Click Me"	1	-0.416	-0.449	153	-18.42	0		0	0	0	0	0	0	1	0	0	0	0	0	5603
XM_014136279	LOC106567236	NonCoding	"Click Me"	1	-0.416	-0.449	153	-18.42	0		0	0	0	0	0	0	1	0	0	0	0	0	5600
XM_014136280	LOC106567236	NonCoding	"Click Me"	1	-0.416	-0.449	153	-18.42	0		0	0	0	0	0	0	1	0	0	0	0	0	5597
XM_014136281	LOC106567236	NonCoding	"Click Me"	1	-0.416	-0.449	153	-18.42	0		0	0	0	0	0	0	1	0	0	0	0	0	5576
XM_014136282	LOC106567236	NonCoding	"Click Me"	1	-0.416	-0.449	153	-18.42	0		0	0	0	0	0	0	1	0	0	0	0	0	5626
XM_014151068	LOC106574934	NonCoding	"Click Me"	1	-0.416	-0.343	162	-25.73	0		0	0	0	0	0	0	1	0	0	0	0	0	1567
XM_014142473	lrrc3b	NonCoding	"Click Me"	1	-0.416	-0.419	160	-16.16	0		0	0	0	0	0	0	1	0	0	0	0	0	2083
XM_014161748	cbwd3	NonCoding	"Click Me"	1	-0.415	-0.424	157	-21.81	0		0	0	0	0	0	0	1	0	0	0	0	0	2234
XM_014139359	LOC106568746	NonCoding	"Click Me"	1	-0.412	-0.411	152	-17.02	0		0	0	0	0	0	0	1	0	0	0	0	0	5042
XM_014180388	LOC106589938	NonCoding	"Click Me"	1	-0.412	-0.442	148	-15.12	0		0	0	0	0	0	0	1	0	0	0	0	0	3236
XM_014180389	LOC106589938	NonCoding	"Click Me"	1	-0.412	-0.442	148	-15.12	0		0	0	0	0	0	0	1	0	0	0	0	0	2655
XM_014205408	smyd2	NonCoding	"Click Me"	1	-0.412	-0.419	152	-17.54	0		0	0	0	0	0	0	1	0	0	0	0	0	1870
XM_014148127	LOC106573241	NonCoding	"Click Me"	1	-0.411	-0.41	147	-13.97	0		0	0	0	0	0	0	1	0	0	0	0	0	1548
XM_014148129	LOC106573241	NonCoding	"Click Me"	1	-0.411	-0.41	147	-13.97	0		0	0	0	0	0	0	1	0	0	0	0	0	1443
XM_014127575	LOC106562618	NonCoding	"Click Me"	1	-0.411	-0.391	153	-19.55	0		0	0	0	0	0	0	1	0	0	0	0	0	1295
XM_014127576	LOC106562618	NonCoding	"Click Me"	1	-0.411	-0.391	153	-19.55	0		0	0	0	0	0	0	1	0	0	0	0	0	1298
XM_014127577	LOC106562618	NonCoding	"Click Me"	1	-0.41	-0.391	153	-19.55	0		0	0	0	0	0	0	1	0	0	0	0	0	1231
XM_014174314	LOC106586737	NonCoding	"Click Me"	1	-0.41	-0.403	151	-18.17	0		0	0	0	0	0	0	1	0	0	0	0	0	1460
XM_014153774	LOC106576550	NonCoding	"Click Me"	1	-0.409	-0.414	150	-19.82	0		0	0	0	0	0	0	1	0	0	0	0	0	1123
NM_001140442	pgcp	Coding	"Click Me"	1	-0.409	-0.468	151	-14.61	0		0	0	0	0	0	0	1	0	0	0	0	0	1946
XM_014201852	LOC106605869	NonCoding	"Click Me"	1	-0.409	-0.392	157	-22.01	0		0	0	0	0	0	0	1	0	0	0	0	0	2222
XM_014135805	LOC106567026	NonCoding	"Click Me"	1	-0.409	-0.434	155	-16.67	0		0	0	0	0	0	0	1	0	0	0	0	0	15027
XM_014135809	LOC106567026	NonCoding	"Click Me"	1	-0.409	-0.434	155	-16.67	0		0	0	0	0	0	0	1	0	0	0	0	0	14401
XM_014135810	LOC106567026	NonCoding	"Click Me"	1	-0.409	-0.434	155	-16.67	0		0	0	0	0	0	0	1	0	0	0	0	0	14398
XM_014135811	LOC106567026	NonCoding	"Click Me"	1	-0.409	-0.434	155	-16.67	0		0	0	0	0	0	0	1	0	0	0	0	0	14398
XM_014135813	LOC106567026	NonCoding	"Click Me"	1	-0.409	-0.434	155	-16.67	0		0	0	0	0	0	0	1	0	0	0	0	0	14398
XM_014135814	LOC106567026	NonCoding	"Click Me"	1	-0.409	-0.434	155	-16.67	0		0	0	0	0	0	0	1	0	0	0	0	0	14395
XM_014135815	LOC106567026	NonCoding	"Click Me"	1	-0.409	-0.434	155	-16.67	0		0	0	0	0	0	0	1	0	0	0	0	0	14392
XM_014135816	LOC106567026	NonCoding	"Click Me"	1	-0.409	-0.434	155	-16.67	0		0	0	0	0	0	0	1	0	0	0	0	0	14389
XM_014135817	LOC106567026	NonCoding	"Click Me"	1	-0.409	-0.434	155	-16.67	0		0	0	0	0	0	0	1	0	0	0	0	0	14386
XM_014135818	LOC106567026	NonCoding	"Click Me"	1	-0.409	-0.434	155	-16.67	0		0	0	0	0	0	0	1	0	0	0	0	0	14383
XM_014135819	LOC106567026	NonCoding	"Click Me"	1	-0.409	-0.434	155	-16.67	0		0	0	0	0	0	0	1	0	0	0	0	0	14371
XM_014135820	LOC106567026	NonCoding	"Click Me"	1	-0.409	-0.434	155	-16.67	0		0	0	0	0	0	0	1	0	0	0	0	0	14368
XM_014135821	LOC106567026	NonCoding	"Click Me"	1	-0.409	-0.434	155	-16.67	0		0	0	0	0	0	0	1	0	0	0	0	0	14362
XM_014135822	LOC106567026	NonCoding	"Click Me"	1	-0.409	-0.434	155	-16.67	0		0	0	0	0	0	0	1	0	0	0	0	0	14353
XM_014135823	LOC106567026	NonCoding	"Click Me"	1	-0.409	-0.434	155	-16.67	0		0	0	0	0	0	0	1	0	0	0	0	0	14269
XM_014135824	LOC106567026	NonCoding	"Click Me"	1	-0.409	-0.434	155	-16.67	0		0	0	0	0	0	0	1	0	0	0	0	0	14925
XR_001323706	LOC106584175	NonCoding	"Click Me"	1	-0.408	-0.414	159	-19.99	0		0	0	0	0	0	0	1	0	0	0	0	0	607
XM_014156544	LOC106578012	NonCoding	"Click Me"	1	-0.407	-0.375	153	-17.44	0		0	0	0	0	0	0	1	0	0	0	0	0	1737
XM_014191937	LOC106600516	NonCoding	"Click Me"	1	-0.407	-0.47	152	-19.2	0		0	0	0	0	0	0	1	0	0	0	0	0	2512
XM_014212760	maea	NonCoding	"Click Me"	1	-0.407	-0.441	140	-14.15	0		0	0	0	0	0	0	1	0	0	0	0	0	2643
XM_014169545	LOC106584342	NonCoding	"Click Me"	1	-0.406	-0.404	150	-18.55	0		0	0	0	0	0	0	1	0	0	0	0	0	2861
XM_014177695	LOC106588562	NonCoding	"Click Me"	1	-0.406	-0.457	157	-22.32	0		0	0	0	0	0	0	1	0	0	0	0	0	3755
XM_014146604	LOC106572427	NonCoding	"Click Me"	1	-0.406	-0.385	153	-19.55	0		0	0	0	0	0	0	1	0	0	0	0	0	1510
XR_001330197	LOC106611981	NonCoding	"Click Me"	1	-0.405	-0.394	151	-20.36	0		0	0	0	0	0	0	1	0	0	0	0	0	4068
XM_014157034	LOC106578336	NonCoding	"Click Me"	1	-0.405	-0.402	161	-19.97	0		0	0	0	0	0	0	1	0	0	0	0	0	2493
XM_014138935	LOC106568504	NonCoding	"Click Me"	1	-0.405	-0.395	153	-19.69	0		0	0	0	0	0	0	1	0	0	0	0	0	2587
XM_014129626	LOC106563775	NonCoding	"Click Me"	1	-0.405	-0.438	153	-15.74	0		0	0	0	0	0	0	1	0	0	0	0	0	2097
XR_001321142	LOC106572537	NonCoding	"Click Me"	1	-0.405	-0.406	148	-17.77	0		0	0	0	0	0	0	1	0	0	0	0	0	573
XM_014215735	gsh0	NonCoding	"Click Me"	1	-0.404	-0.427	157	-21.12	0		0	0	0	0	0	0	1	0	0	0	0	0	2666
XM_014168617	adgrl4	NonCoding	"Click Me"	1	-0.402	-0.416	156	-15.46	0		0	0	0	0	0	0	1	0	0	0	0	0	2855
XM_014154903	LOC106577139	NonCoding	"Click Me"	1	-0.402	-0.405	157	-18.7	0		0	0	0	0	0	0	1	0	0	0	0	0	1703
XM_014133882	LOC106566064	NonCoding	"Click Me"	1	-0.402	-0.445	148	-15.9	0		0	0	0	0	0	0	1	0	0	0	0	0	3068
XM_014133883	LOC106566064	NonCoding	"Click Me"	1	-0.402	-0.445	148	-15.9	0		0	0	0	0	0	0	1	0	0	0	0	0	2900
XM_014167832	LOC106583532	NonCoding	"Click Me"	1	-0.402	-0.412	154	-20.72	0		0	0	0	0	0	0	1	0	0	0	0	0	5956
XM_014167833	LOC106583532	NonCoding	"Click Me"	1	-0.402	-0.412	154	-20.72	0		0	0	0	0	0	0	1	0	0	0	0	0	5811
XR_001319172	LOC106563075	NonCoding	"Click Me"	1	-0.402	-0.344	152	-18.93	0		0	0	0	0	0	0	1	0	0	0	0	0	197
XM_014175091	ptpmt1	NonCoding	"Click Me"	1	-0.401	-0.415	166	-22.17	0		0	0	0	0	0	0	1	0	0	0	0	0	1846
XM_014187273	LOC106595931	NonCoding	"Click Me"	1	-0.401	-0.363	157	-17.85	0		0	0	0	0	0	0	1	0	0	0	0	0	1197
XM_014168321	LOC106583759	NonCoding	"Click Me"	1	-0.401	-0.409	162	-21.41	0		0	0	0	0	0	0	1	0	0	0	0	0	2118
XM_014133337	LOC106565795	NonCoding	"Click Me"	1	-0.401	-0.409	163	-20.19	0		0	0	0	0	0	0	1	0	0	0	0	0	8615
XR_001330006	LOC106610879	NonCoding	"Click Me"	1	-0.4	-0.398	151	-19.77	0		0	0	0	0	0	0	1	0	0	0	0	0	772
XM_014148305	LOC106573341	NonCoding	"Click Me"	1	-0.4	-0.409	150	-16.34	0		0	0	0	0	0	0	1	0	0	0	0	0	2052
XM_014148306	LOC106573341	NonCoding	"Click Me"	1	-0.4	-0.409	150	-16.34	0		0	0	0	0	0	0	1	0	0	0	0	0	1874
XM_014148307	LOC106573341	NonCoding	"Click Me"	1	-0.4	-0.409	150	-16.34	0		0	0	0	0	0	0	1	0	0	0	0	0	1792
XM_014193113	LOC106601153	NonCoding	"Click Me"	1	-0.4	-0.354	157	-22.13	0		0	0	0	0	0	0	1	0	0	0	0	0	1684
XM_014156015	LOC106577689	NonCoding	"Click Me"	1	-0.399	-0.372	156	-19.66	0		0	0	0	0	0	0	1	0	0	0	0	0	4461
XR_001320171	LOC106567794	NonCoding	"Click Me"	1	-0.399	-0.406	147	-17.37	0		0	0	0	0	0	0	1	0	0	0	0	0	1647
XR_001320172	LOC106567794	NonCoding	"Click Me"	1	-0.399	-0.406	147	-17.37	0		0	0	0	0	0	0	1	0	0	0	0	0	1458
XR_001320173	LOC106567794	NonCoding	"Click Me"	1	-0.399	-0.406	147	-17.37	0		0	0	0	0	0	0	1	0	0	0	0	0	1476
XR_001320174	LOC106567794	NonCoding	"Click Me"	1	-0.399	-0.406	147	-17.37	0		0	0	0	0	0	0	1	0	0	0	0	0	1408
XR_001320175	LOC106567794	NonCoding	"Click Me"	1	-0.399	-0.406	147	-17.37	0		0	0	0	0	0	0	1	0	0	0	0	0	1644
XM_014135806	LOC106567026	NonCoding	"Click Me"	1	-0.399	-0.428	155	-16.67	0		0	0	0	0	0	0	1	0	0	0	0	0	14441
XM_014127372	LOC106562474	NonCoding	"Click Me"	1	-0.399	-0.38	160	-22.33	0		0	0	0	0	0	0	1	0	0	0	0	0	1842
XM_014140129	mapre2	NonCoding	"Click Me"	1	-0.399	-0.355	156	-22.32	0		0	0	0	0	0	0	1	0	0	0	0	0	1536
XM_014138649	dab2	NonCoding	"Click Me"	1	-0.399	-0.392	148	-15.82	0		0	0	0	0	0	0	1	0	0	0	0	0	2529
XM_014140130	mapre2	NonCoding	"Click Me"	1	-0.399	-0.355	156	-22.32	0		0	0	0	0	0	0	1	0	0	0	0	0	1388
XM_014154901	LOC106577138	NonCoding	"Click Me"	1	-0.399	-0.398	147	-18.1	0		0	0	0	0	0	0	1	0	0	0	0	0	2174
XM_014154902	LOC106577138	NonCoding	"Click Me"	1	-0.399	-0.398	147	-18.1	0		0	0	0	0	0	0	1	0	0	0	0	0	2126
XM_014175709	LOC106587365	NonCoding	"Click Me"	1	-0.399	-0.358	152	-20.23	0		0	0	0	0	0	0	1	0	0	0	0	0	1174
XM_014205539	LOC106607987	NonCoding	"Click Me"	1	-0.398	-0.364	162	-23.19	0		0	0	0	0	0	0	1	0	0	0	0	0	2758
XM_014205540	LOC106607987	NonCoding	"Click Me"	1	-0.398	-0.364	162	-23.19	0		0	0	0	0	0	0	1	0	0	0	0	0	2701
XR_001329354	LOC106607987	NonCoding	"Click Me"	1	-0.398	-0.364	162	-23.19	0		0	0	0	0	0	0	1	0	0	0	0	0	2479
XM_014138648	dab2	NonCoding	"Click Me"	1	-0.398	-0.392	148	-15.82	0		0	0	0	0	0	0	1	0	0	0	0	0	3152
XM_014138931	LOC106568504	NonCoding	"Click Me"	1	-0.398	-0.39	153	-19.69	0		0	0	0	0	0	0	1	0	0	0	0	0	2614
XM_014137357	LOC106567725	NonCoding	"Click Me"	1	-0.398	-0.391	146	-19.44	0		0	0	0	0	0	0	1	0	0	0	0	0	3705
XM_014144627	LOC106571475	NonCoding	"Click Me"	1	-0.398	-0.397	153	-17.77	0		0	0	0	0	0	0	1	0	0	0	0	0	8461
XM_014144628	LOC106571475	NonCoding	"Click Me"	1	-0.398	-0.397	153	-17.77	0		0	0	0	0	0	0	1	0	0	0	0	0	8443
XM_014144629	LOC106571475	NonCoding	"Click Me"	1	-0.398	-0.397	153	-17.77	0		0	0	0	0	0	0	1	0	0	0	0	0	8422
XM_014144631	LOC106571475	NonCoding	"Click Me"	1	-0.398	-0.397	153	-17.77	0		0	0	0	0	0	0	1	0	0	0	0	0	8284
XM_014144633	LOC106571475	NonCoding	"Click Me"	1	-0.398	-0.397	153	-17.77	0		0	0	0	0	0	0	1	0	0	0	0	0	5264
XM_014202618	LOC106606428	NonCoding	"Click Me"	1	-0.398	-0.347	157	-18.03	0		0	0	0	0	0	0	1	0	0	0	0	0	2104
XM_014198018	LOC106603835	NonCoding	"Click Me"	1	-0.397	-0.375	157	-20.39	0		0	0	0	0	0	0	1	0	0	0	0	0	2358
NM_001140370	djb12	Coding	"Click Me"	1	-0.397	-0.422	152	-18.04	0		0	0	0	0	0	0	1	0	0	0	0	0	2091
XM_014180688	LOC106590110	NonCoding	"Click Me"	1	-0.396	-0.371	157	-18.32	0		0	0	0	0	0	0	1	0	0	0	0	0	1348
NM_001173573	eltd1	Coding	"Click Me"	1	-0.396	-0.412	156	-15.46	0		0	0	0	0	0	0	1	0	0	0	0	0	3027
XM_014175287	LOC106587190	NonCoding	"Click Me"	1	-0.396	-0.364	147	-21	0		0	0	0	0	0	0	1	0	0	0	0	0	3850
XM_014179698	LOC106589568	NonCoding	"Click Me"	1	-0.396	-0.362	147	-16.29	0		0	0	0	0	0	0	1	0	0	0	0	0	4609
XM_014179699	LOC106589568	NonCoding	"Click Me"	1	-0.396	-0.362	147	-16.29	0		0	0	0	0	0	0	1	0	0	0	0	0	4594
XM_014206556	LOC106608570	NonCoding	"Click Me"	1	-0.396	-0.404	149	-16.38	0		0	0	0	0	0	0	1	0	0	0	0	0	2031
XM_014162716	LOC106581042	NonCoding	"Click Me"	1	-0.395	-0.359	161	-25.75	0		0	0	0	0	0	0	1	0	0	0	0	0	4876
XM_014137050	LOC106567573	NonCoding	"Click Me"	1	-0.393	-0.39	145	-16.63	0		0	0	0	0	0	0	1	0	0	0	0	0	1459
XM_014157429	mmp16	NonCoding	"Click Me"	1	-0.393	-0.346	149	-24.31	0		0	0	0	0	0	0	1	0	0	0	0	0	4498
